username,content,likes,retweets,replies
rajgokal,"Heard great things about the 
@SolanaSummitOrg
 and the quality of builders in the region.

Thanks to everyone pushing the ecosystem forward -- can't wait to see you all at Breakpoint!",183,19,27
rajgokal,11k likes,166,11,21
rajgokal,the element of surprise is alive and well.,169,18,19
rajgokal,"solana summer is gunpowder.
breakpoint autumn is the bullet.",782,107,54
rajgokal,"Solana Actions and Blinks are smooth as  with Phantom

Make on-chain transactions without leaving your 𝕏 feed.

It’s fast, easy, and secure.",2100,590,280
rajgokal,best events team in crypto,78,7,15
rajgokal,head of design at bmw has a good drug dealer,147,11,43
rajgokal,crypto is the world's greatest wealth redistribution from well-adjusted grass touchers to the dorito-fueled terminally online.,437,64,93
rajgokal,need more of this energy in crypto wallets,69,9,10
rajgokal,super interesting times,363,34,49
rajgokal,a great man once told me “everyone should be part of a rocket ship once in their lives”. this is a once-in-a-lifetime opportunity. apply now!,71,5,5
rajgokal,"solana is the best community on the internet, and it’s just getting started.",1300,258,146
rajgokal,"apparently if you do an 
@Experian
 credit report freeze, they will lose record of your online account, which then can’t be restored until your report is unfrozen, which you can’t do without an online account.

it’s a loop, which means your credit is bricked. never pay 
@Experian
 $$",67,1,9
rajgokal,clearly experian also doesn't have social media escalation. I got it fixed but it required god-tier social engineering to do so. garbage company!,26,1,3
rajgokal,"here’s some behind the scenes footage of engineers joining forces with solana’s performance and circle’s ux. let’s keep the rolling thunder going, j!

solana  circle",24,3,6
rajgokal,"good to see .eth’s dispassionately breaking down the debate, including drake’s core assumptions. feels like discussion has been elevated this past week.",50,1,9
rajgokal,Akshay Summit is the funnest thing I’ve done this year. Ready for the next edition?,291,34,36
rajgokal,financial censorship is alive and well in 2024,118,14,11
rajgokal,all your community is belong to our sequencer fees,68,4,21
rajgokal,"manufactured summer

- whitepaper tokens for infrastructure that zero builders asked for
- multi-billion dollar KOL marketing machines dressing up multisigs
- copycat L1’s timing paid partnerships to their lockup expiries
- “community-first” projects hitting retail at $10B FDV",195,21,18
rajgokal,"incoming, we have a simple choice:

 solana summer
 manufactured summer

choose wisely, anon",498,53,73
rajgokal,"It is time for a narrative correction; SOL works again:

Have done over a hundred test TXs, yet still have not experienced a single failure!

All with almost instant confirmation & sub-cent fees!

If you do not think that is awesome, then you must not care about the crypto ethos",343,50,106
rajgokal,"Polyhedra, Polygon, and StarkWare issued a joint statement condemning zkSync’s use of ZK as a ticker and demanding that Matter Labs withdraw its application for “zero-knowledge” as the firm’s exclusive intellectual property. Polyhedra announced that it would change its original",223,15,18
rajgokal,"1/5) Solana TXs are working reliably!

Did the testing today & sent over 20 TXs from the phantom wallet & not a single one failed!

Hate SOL all you want, but at least be accurate in your critique

The ""TX failure rate"" is caused by bot spam & does not reflect the real UX at all:",475,64,86
rajgokal,more incredible news!!,288,25,13
rajgokal,"Celeb money-making starter kit for 
@Solana
1. Before you do anything, download 
@phantom
2. Get a Solana wallet setup on your phone. Don’t share your seed phrase with anyone, not even with your manager.

IMO, if you simply come here to extract money instantly through a coin, you",496,154,51
rajgokal,"BIG news from 
@Consensus2024
:

PayPal USD is now available on Solana 

http://solscan.io/token/2b1kV6DkPAnxd5ixfnxCpjxmKwqjjaYmCZfHsFu24GXo…

1/4",518,106,50
rajgokal,how we feeling about the paypal + solana news?,110,19,54
rajgokal,"ok this is wild

paypal just launched its PYUSD stablecoin on solana (yeah i know. yawn)

but it seems to have a privacy feature they call “Confidential Transfers” that hides the transaction amounts of transactions????

this sounds a lot like “confidential transactions”, a",2100,275,160
rajgokal,"when it opens, we must protect this with our very lives.",105,8,13
rajgokal,"Debank but for Solana, who is building this?

Rly tho, Solana needs a DeFi dashboard+data app with reliable API.",226,18,73
rajgokal,what if the most important function for on-chain communities is political action?,119,10,17
rajgokal,"nothing more exciting than being in a room with a small, ultra high-performance team that is dead serious about changing the lives of every human, forever.
@newlimit
 godspeed, get it done.",96,2,8
rajgokal,stuff is definitely happening.,474,48,59
rajgokal,"if you helped get FIT 21 passed in the house today in any way, come see me in austin, show me a screenshot of this tweet, and I will buy you a drink.

absolute legends.",587,45,83
rajgokal,pumped af,444,45,80
rajgokal,FIT 21 in the house will,16,2,3
rajgokal,"JUST IN:  US Senator Cynthia Lummis says ""there's a bipartisan majority in both chambers of Congress in favor of crypto. The future is very bright.""",99,9,13
rajgokal,we have an opportunity to do the funniest thing possible.,455,34,48
rajgokal,"Solana started out as Black Licorice. 

While on the League of Legends dev team we had this concept that in order to disrupt incumbents, sometimes it’s not good enough to just enter differentiated, no one will notice or care enough. 

A new entrant has to carve out a space that",123,25,27
rajgokal,"one day they'll tell stories of solana like it was an overnight success

don't let them forget about all of those in the community who never gave up and doubled down during the darkest times

keep pushing, this is a small milestone in something much bigger",373,54,24
rajgokal,"if you’re in LA for Medici, hit me up!",61,2,10
rajgokal,anybody notice that rap battles have faster turnarounds than they did before ChatGPT?,200,17,24
rajgokal,a $700 solana phone,776,41,65
rajgokal,"finally saw 
@duncantrussell
 live last night. phenomenal, highly recommended. first comedian I’ve heard use the term “moore’s law” in a set.",42,2,8
rajgokal,"market update:

peloton is ~$1B
[random dog coin] is ~$4B",322,35,30
rajgokal,solana is crypto for the tik tok generation,1000,184,99
rajgokal,this tweet was designed to make trent retire.,46,1,1
rajgokal,"if you haven’t been around for the last 6 years, this is a recap of what 
@solana
 did to blockchains https://x.com/TheFigen_/stat/TheFigen_/status/1785642865969795485…",259,35,18
rajgokal,"got my 
@rabbit_hmi
 r1 and gotta say my review is worse than 
@MKBHD
’s. 

it’s basically completely non-functional.",86,8,14
rajgokal,"video ai this, video ai that. but when will the ultimate crossover movie be made?",79,11,10
rajgokal,Happy 4th Birthday Myro,723,156,54
rajgokal,"something big is coming.

blink and you might miss it.",1500,219,138
rajgokal,"Crypto is back. 
@Stripe
 will start supporting global stablecoin payments this summer. Transactions instantly settle on-chain and automatically convert to fiat. Join the waitlist https://stripe.com/use-cases/crypto#request-invite… and watch the demo (h/t 
@Solana
) from Sessions.",8400,3200,639
rajgokal,slow rug.,127,12,11
rajgokal,"BREAKING: 
@solana
's congestion issues have been completely resolved, with block production back to normal.

Transactions confirming in under 2 seconds.",2900,728,176
rajgokal,"I used to sit in class in 6th grade and draw 
@Todd_McFarlane
 art like this over and over. I made some of my oldest friends when they saw what I was drawing.

incredible to see artists like Todd bringing people together through their art on 
@solana
 decades later. I’ll be",208,31,10
rajgokal,"we’ve all known that things were gonna get weird, but that didn’t make it any less weird when things actually started getting weird.

I expect this feeling to last for a few decades.",209,20,25
rajgokal,"still going to dubai, plans unchanged.",328,23,26
rajgokal,crypto is the beautiful battlefield of hypercapitalism. it’s the ultimate arena.,273,40,35
rajgokal,"loving the glow up around airchat right now 
@naval
 doesn’t miss",80,2,9
rajgokal,"I will be in dubai for token 2049, banging on all cylinders. message me if you want to meet up!

it’s obvious the 
@solana
 community is going to be out in full force. can’t wait to see and meet you all.

come prepared with what you’ve shipped in the last 90 days, I crave demos.",514,46,52
rajgokal,"We are excited to announce that the 
@wassieverse
 redrop will be infesting the 
@Solana
 blockchain

The Solana collaboration culture is top tier, and we cant wait to continue partnering and engaging with the chads building here.

SOLANA WASSIFICATION IMMINENT",468,121,94
rajgokal,https://explorer.solana.com previews of coming attractions. Don't get excited yet. This is just a test of what will go out more widely when cooked.,251,55,24
rajgokal,stand with crypto,1000,145,105
rajgokal,"very special seeing this with my dad 
@raygokal
 it was his one big bucket list item for this year.",321,22,24
rajgokal,don't send money to random solana addresses for presales on twitter.,1500,323,294
rajgokal,build something you might be willing to die for some day.,374,63,46
rajgokal,things are about to get real spicy,247,16,28
rajgokal,what a timeline,347,30,12
rajgokal,"It's gonna be pretty hard to convince me that there's a better DX for on chain development somewhere other than 
@solana
 

@metaplex
 absolutely killed it with core.",37,9,10
rajgokal,this sounds like an advertisement targeting awesome people,38,3,9
rajgokal,"We want to make the Solana docs as good as possible this month

What improvements do you want to the Solana Docs?",128,15,16
rajgokal,"there are so many blessings to doing what I do. but my #1 favorite experience is supporting artists making art on solana.
@vibhu
 gets to do this all day every day so I’m kinda jealous.",295,21,34
rajgokal,you can’t buy culture,1200,212,50
rajgokal,"this one is gonna take a while for people
to accept.",90,7,14
rajgokal,tune your feed using a text prompt,481,38,31
rajgokal,everybody designing an airdrop should read this thread.,73,10,10
rajgokal,"here’s myro, your timeline cleanser for this evening.",2400,1700,88
rajgokal,"karma is rarely instant, but it comes eventually.",487,76,36
rajgokal,Neuralink works and no academic paper was published. This is how to do science.,1200,125,56
rajgokal,what does this mean?,384,50,33
