username,content,likes,retweets,replies
_TJRTrades,I want this buttttt I just know for a fact that it’s going to depreciate like crazy,49,2,14
_TJRTrades,God fucking dammit,211,9,16
_TJRTrades,I just paid 21k to clippers today what’s stopping you from making clips of me when I’m literally spoonfeeding you content,535,16,25
_TJRTrades,New leaderboard just dropped,35,3,3
_TJRTrades,I used to get mad about people copying my shit but then I just realized that why would anyone watch the other people’s stuff if it’s just the Walmart version of mine.,132,4,17
_TJRTrades,Rumor has it TJR’s clippers get paid the most,65,1,6
_TJRTrades,Jk lol this shit weak asf I thought I would be floating,126,2,25
_TJRTrades,I was walking in public looking like this and someone fr said yo tjr can I get a pic,978,19,79
_TJRTrades,Oxy hitting,139,6,33
_TJRTrades,Took my first pill,366,15,73
_TJRTrades,Is,69,1,4
_TJRTrades,Kanye,131,4,21
_TJRTrades,I will personally be melting into the grass,68,1,10
_TJRTrades,Good morning,124,3,59
_TJRTrades,Last day of waste management and Super Bowl today should be vibes,221,3,22
_TJRTrades,Now what,305,9,140
_TJRTrades,"Lower your gas fees. Why don’t
You wanna save your dead ancient dinosaur coin you’re an actual disgusting human being. 

Save eth , save eth, save eth",1900,123,630
_TJRTrades,"Three levels of wealth:

> No meetings
> Lots of meetings
> No meetings",7700,472,228
_TJRTrades,This is the definition of real businesses specifically ai being funded and started via crypto. Bullish asf,120,9,35
_TJRTrades,"$cpai is actually insane bruh they helped a dude save $800,000 on 400,000 crypto transactions after he got audited cause his accountant was a dumb ass",97,5,11
_TJRTrades,"Eth  …  this is ur last chance before I fully convert to my real alias   

Chat say RETARDIO",3600,299,926
_TJRTrades,"It’s highkey cool to see how 
@Banks
 went from gamer to brand owner to then getting into the crypto space to the point where he is an authority figure in terms of “influencers” in the space… he’s always early",882,19,75
_TJRTrades,Yeah you’re weird asf for this bro,147,3,12
_TJRTrades,I’m like Lebron and it’s trim and shit,208,12,29
_TJRTrades,When Mayne YouTube era,47,1,9
_TJRTrades,People realize way too late in the game they should have had a YouTube channel. YouTube is the end all be all best platform for audience connection. I started my YouTube when I hit 10k on TikTok and in turn wiped the floor with people who had more followers than me on insta and,394,10,27
_TJRTrades,"artwork of a poem.
masterpiece.
triumphant.",237,4,8
_TJRTrades,I think an eth bull run is coming. I have a feeling it’s among us. Manifest this tweet pls,4200,326,854
_TJRTrades,Been posting every trade I take and uploading videos on it for the past 2 years now.,403,9,40
_TJRTrades,Cooked ES today,258,4,33
_TJRTrades,After seeing this I’m forever copy trading bro cause I was longing that whole time,199,4,16
_TJRTrades,Tariffs delayed bull run continued buy everything,316,11,28
_TJRTrades,Okay he’s the goat,139,5,10
_TJRTrades,I bought more ETH,598,19,72
_TJRTrades,Wow actual strength,178,12,24
_TJRTrades,What’s the ca?,115,5,31
_TJRTrades,Do we buy this or what,741,11,167
_TJRTrades,Eth crashed 25% over night bruh,508,6,70
_TJRTrades,Bros,356,7,51
_TJRTrades,Buildings in Austin are not trim,109,2,27
_TJRTrades,Is ETH szn actually upon us,407,4,90
_TJRTrades,Need to boot up soon and melt my face off that really is the great reset,78,2,21
